1, 767.0
2, 427.4
3, 342.3
4, 292.3
5, 289.4
6, 308.09999999999997
7, 301.3
8, 301.3
1, 725.3
2, 444.5
3, 336.8
4, 297.70000000000005
5, 287.5
6, 334.4
7, 332.8
8, 308.7
1, 724.5
2, 435.90000000000003
3, 338.1
4, 297.0
5, 297.20000000000005
6, 284.9
7, 298.9
8, 349.7
1, 725.7
2, 438.59999999999997
3, 355.9
4, 299.20000000000005
5, 299.5
6, 294.3
7, 293.0
8, 297.9
1, 738.5
2, 438.7
3, 342.1
4, 325.1
5, 293.3
6, 331.6
7, 291.7
8, 367.5
1, 738.7
2, 436.2
3, 348.4
4, 295.9
5, 298.20000000000005
6, 296.4
7, 302.09999999999997
8, 296.09999999999997
1, 736.0
2, 457.1
3, 344.7
4, 288.8
5, 486.20000000000005
6, 341.2
7, 302.8
8, 302.9
1, 732.8
2, 434.8
3, 333.7
4, 294.8
5, 359.59999999999997
6, 404.9
7, 294.09999999999997
8, 302.59999999999997
1, 729.3
2, 431.20000000000005
3, 342.2
4, 297.4
5, 293.5
6, 313.09999999999997
7, 292.9
8, 365.3
1, 737.0
2, 457.2
3, 332.2
4, 297.70000000000005
5, 326.6
6, 297.0
7, 296.09999999999997
8, 298.3
